WORD	FREQUENCY	LENGTH	POSITION	PHONE	SEQ_INFO	POSITION_INFO	MONOMORPHEME
sa	349863	2	1	s	2.683693855496989	2.683693855496989	F
sa	349863	2	2	a	0.5491376122986366	1.0961984430318477	F
ang	292923	2	1	a	2.682988471357509	2.682988471357509	F
ang	292923	2	2	N	0.965518678318132	3.5243330925529537	F
ng	280929	1	1	N	3.59878817099777	3.59878817099777	F
na	265509	2	1	n	2.635748251842036	2.635748251842036	F
na	265509	2	2	a	0.44999024370915974	1.0961984430318477	F
at	114449	2	1	a	2.682988471357509	2.682988471357509	F
at	114449	2	2	t	2.23695387171515	4.368097381177837	F
mga	100012	3	1	m	3.6982852907303885	3.6982852907303885	F
mga	100012	3	2	g	1.5057488982362879	4.9855572766515825	F
mga	100012	3	3	a	0.001989308132287386	2.9018370715850264	F
ni	76264	2	1	n	2.635748251842036	2.635748251842036	F
ni	76264	2	2	i	2.0877033128926876	2.787263805762809	F
ay	68375	2	1	a	2.682988471357509	2.682988471357509	F
ay	68375	2	2	y	2.8426317261749463	5.261734081430376	F
si	67147	2	1	s	2.683693855496989	2.683693855496989	F
si	67147	2	2	i	2.0409971380432523	2.787263805762809	F
hindi	49646	5	1	h	5.210343097944956	5.210343097944956	F
hindi	49646	5	2	i	0.7936426883711695	2.787263805762809	F
hindi	49646	5	3	n	0.1211166662927877	2.9086120784039995	F
hindi	49646	5	4	d	0.09134476853201522	4.47285016763484	F
hindi	49646	5	5	i	-0.0	3.5151433261280642	F
pa	36485	2	1	p	4.036284432687899	4.036284432687899	F
pa	36485	2	2	a	0.7233277386648035	1.0961984430318477	F
dahil	30017	5	1	d	5.2823552542606285	5.2823552542606285	F
dahil	30017	5	2	a	0.6065836026857205	1.0961984430318477	F
dahil	30017	5	3	h	0.9372819827785163	4.754061691740545	F
dahil	30017	5	4	i	-0.0	2.7930761177255796	F
dahil	30017	5	5	l	-0.0	3.32226022842934	F
ito	29099	3	1	i	4.697707107056828	4.697707107056828	F
ito	29099	3	2	t	1.8741378656121601	4.368097381177837	F
